Order_ID,Supplier_Name,Product_Name,Order_Quantity,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Unit_Cost,Total_Cost,Currency,Shipment_Method,Shipment_Status,Warehouse_Location,Inventory_Level,Reorder_Level,Lead_Time_Days,Delay_Days,Quality_Check,Returned_Quantity,Supplier_Rating,Payment_Terms,Payment_Status,Order_Priority,Currency_Conversion_Rate,Supplier_Contact
ORD100129,Nova Supply Co.,Rubber Tires,500,4/5/2024,2024.03.20,26/02/2024,250.22,43070.6,USD,Air,Delayed,Houston,0,20,6,2,Passed,1,5,COD,Paid,High,0.85,-1210
ORD100130,Sunrise Traders,Industrial Paint,100,15/02/2024,,1/24/2024,250.22,43070.6,USD,Sea,shipped,Miami,20,20,3,2,Failed,2,1,Net 30,Unpaid,Low,0.75,-1503
ORD100131,Nova Supply Co.,Packaging Boxes,100,1/15/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Rail,Delivered,Miami,36,10,10,2,Failed,1,2,COD,Paid,Medium,0.86,-1503
ORD100132,Global Supplies Inc.,Electronic Components,200,15/02/2024,2024.03.20,2024.03.22,250.22,43070.6,USD,Sea,Delayed,Miami,36,10,3,0,Failed,1,3,Net 30,Paid,High,0.75,-1210
ORD100133,Acme Corp.,Plastic Sheets,100,2024.03.10,2024.03.20,1/24/2024,169.8,16980,USD,Air,Cancelled,New York,100,5,3,2,Failed,0,2,COD,Pending,High,0.75,-1210
ORD100134,Sunrise Traders,Electronic Components,167,2024.03.10,,4/18/2024,250.22,43070.6,USD,Sea,Cancelled,Houston,36,20,6,2,Passed,1,2,Net 60,Paid,High,0.85,-1503
ORD100135,Prime Logistics,Plastic Sheets,100,4/5/2024,,4/18/2024,162.62,16262,USD,Air,Delivered,Chicago,0,20,3,0,Passed,0,4,Net 60,Paid,High,1,-1503
ORD100136,Sunrise Traders,Steel Rods,167,4/5/2024,2024.03.20,4/18/2024,260.12,43070.6,EUR,Air,Delayed,New York,100,5,10,0,Passed,2,3,COD,Paid,High,0.86,-1210
ORD100137,Global Supplies Inc.,Steel Rods,50,4/5/2024,25/02/2024,4/18/2024,250.22,43070.6,EUR,Sea,Delayed,New York,20,10,3,5,Passed,2,4,COD,Paid,Low,0.86,-1503
ORD100138,Nova Supply Co.,Rubber Tires,100,1/15/2024,,4/18/2024,182.77,18277,USD,Road,Cancelled,Houston,20,10,7,2,Failed,1,2,Net 60,Pending,High,0.86,-1788
ORD100139,Nova Supply Co.,Industrial Paint,200,2024.03.10,25/02/2024,4/18/2024,250.22,43070.6,USD,Air,Delayed,New York,100,5,5,0,Failed,2,3,COD,Paid,High,0.86,-1788
ORD100140,Blue Ocean Ltd.,Packaging Boxes,200,2024.03.10,,1/24/2024,481.28,96256,USD,Road,Pending,Houston,20,20,10,5,Passed,0,3,COD,Pending,Medium,0.85,-1210
ORD100141,Acme Corp.,Copper Wire,10,1/15/2024,,26/02/2024,250.22,43070.6,EUR,Road,In Transit,New York,36,5,7,0,Failed,1,3,COD,Unpaid,Medium,0.75,-1503
ORD100142,Global Supplies Inc.,Rubber Tires,10,1/15/2024,2024.03.20,2024.03.22,250.22,43070.6,USD,Sea,Delayed,Chicago,20,5,3,1,Failed,1,3,Net 60,Pending,High,0.75,-1210
ORD100143,Nova Supply Co.,Copper Wire,50,15/02/2024,1/25/2024,4/18/2024,151.49,7574.5,USD,Sea,Delivered,Chicago,50,10,5,2,Passed,1,3,Net 30,Unpaid,High,0.86,-1210
ORD100144,Acme Corp.,Plastic Sheets,100,1/15/2024,,1/24/2024,143.49,14349,USD,Air,Delayed,Chicago,100,15,10,0,Passed,1,4,Net 30,Paid,High,0.85,-1503
ORD100145,Nova Supply Co.,Electronic Components,10,2024.03.10,2024.03.20,2024.03.22,250.22,43070.6,EUR,Road,Delivered,Miami,10,10,10,5,Passed,1,3,Net 30,Paid,High,0.86,-1788
ORD100146,Nova Supply Co.,Rubber Tires,500,1/15/2024,25/02/2024,1/24/2024,305.37,152685,EUR,Rail,Pending,Miami,0,10,5,0,Passed,2,2,Net 60,Unpaid,Medium,0.85,-1210
ORD100147,Nova Supply Co.,Rubber Tires,10,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,EUR,Road,shipped,Chicago,0,15,3,0,Failed,1,2,COD,Unpaid,High,0.75,-1788
ORD100148,Sunrise Traders,Packaging Boxes,10,1/15/2024,,26/02/2024,27.16,271.6,EUR,Rail,shipped,New York,10,10,10,0,Failed,0,5,Net 30,Paid,Medium,0.86,-1503
ORD100149,Sunrise Traders,Rubber Tires,500,1/15/2024,2024.03.20,26/02/2024,250.22,43070.6,USD,Sea,Delivered,New York,36,10,7,1,Passed,0,2,COD,Pending,High,1,-1788
ORD100150,Acme Corp.,Rubber Tires,500,1/15/2024,2024.03.20,1/24/2024,454.27,227135,USD,Road,Delivered,Miami,50,10,7,0,Passed,0,3,COD,Paid,High,0.75,-1788
ORD100151,Sunrise Traders,Rubber Tires,100,2024.03.10,4/15/2024,26/02/2024,250.22,43070.6,EUR,Sea,Delivered,Miami,100,10,5,0,Passed,1,2,COD,Paid,High,1,-1788
ORD100152,Sunrise Traders,Packaging Boxes,167,1/15/2024,25/02/2024,26/02/2024,250.22,43070.6,USD,Road,Delayed,Houston,100,20,3,2,Passed,2,4,COD,Paid,Low,0.75,-1503
ORD100153,Acme Corp.,Rubber Tires,167,1/15/2024,4/15/2024,26/02/2024,245.49,43070.6,EUR,Rail,Pending,Houston,10,10,6,5,Passed,0,3,COD,Paid,Medium,0.75,-1503
ORD100154,Blue Ocean Ltd.,Packaging Boxes,500,2024.03.10,25/02/2024,26/02/2024,250.22,43070.6,USD,Sea,Pending,Houston,100,5,5,2,Failed,0,2,COD,Pending,High,0.85,-1788
ORD100155,Acme Corp.,Packaging Boxes,100,1/15/2024,,4/18/2024,122.16,12216,USD,Sea,Pending,Los Angeles,0,15,10,0,Passed,1,1,COD,Pending,High,1,-1503
ORD100156,Global Supplies Inc.,Electronic Components,200,4/5/2024,1/25/2024,2024.03.22,250.22,43070.6,USD,Air,Shipped,Chicago,100,20,6,1,Failed,2,2,Net 60,Paid,Medium,0.75,-1210
ORD100157,Nova Supply Co.,Industrial Paint,50,1/15/2024,,4/18/2024,381.17,19058.5,USD,Rail,In Transit,Miami,100,10,6,2,Failed,1,3,COD,Unpaid,Low,0.75,-1503
ORD100158,Sunrise Traders,Plastic Sheets,200,1/15/2024,1/25/2024,1/24/2024,119.96,23992,USD,Road,In Transit,Miami,100,10,10,1,Passed,0,2,Net 30,Pending,High,0.86,-1210
ORD100159,Global Supplies Inc.,Industrial Paint,200,2024.03.10,25/02/2024,26/02/2024,250.22,43070.6,USD,Sea,Pending,Los Angeles,10,10,6,1,Passed,1,2,Net 60,Unpaid,Low,0.86,-1210
ORD100160,Acme Corp.,Packaging Boxes,500,2024.03.10,2024.03.20,2024.03.22,184.84,92420,USD,Road,Cancelled,New York,20,5,10,2,Failed,0,4,Net 60,Unpaid,Low,0.86,-1503
ORD100161,Acme Corp.,Rubber Tires,200,1/15/2024,25/02/2024,1/24/2024,316.7,63340,USD,Rail,Delayed,New York,100,10,10,0,Failed,1,1,Net 60,Unpaid,Low,0.75,-1210
ORD100162,Nova Supply Co.,Copper Wire,50,2024.03.10,,2024.03.22,250.22,43070.6,USD,Sea,In Transit,Los Angeles,10,20,3,2,Passed,0,1,Net 30,Unpaid,Medium,0.75,-1788
ORD100163,Prime Logistics,Plastic Sheets,50,1/15/2024,25/02/2024,2024.03.22,268.58,13429,EUR,Rail,shipped,Houston,20,10,7,0,Failed,2,3,COD,Unpaid,Medium,0.85,-1788
ORD100164,Acme Corp.,Industrial Paint,10,1/15/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Rail,shipped,Chicago,50,15,10,2,Passed,2,2,Net 60,Paid,Medium,0.75,-1503
ORD100165,Nova Supply Co.,Industrial Paint,500,15/02/2024,1/25/2024,26/02/2024,250.22,43070.6,USD,Rail,Shipped,Chicago,50,20,7,2,Passed,0,2,COD,Pending,High,1,-1210
ORD100166,Sunrise Traders,Rubber Tires,100,15/02/2024,,2024.03.22,250.22,43070.6,USD,Road,Delivered,Miami,100,10,10,2,Failed,1,1,Net 30,Pending,High,0.85,-1788
ORD100167,Blue Ocean Ltd.,Industrial Paint,200,1/15/2024,,26/02/2024,94.48,18896,USD,Road,In Transit,Miami,0,15,3,2,Passed,1,2,COD,Unpaid,High,0.86,-1210
ORD100168,Sunrise Traders,Electronic Components,167,1/15/2024,4/15/2024,4/18/2024,21.83,43070.6,USD,Air,Pending,Houston,100,5,7,0,Passed,1,3,COD,Paid,Medium,0.86,-1210
ORD100169,Nova Supply Co.,Industrial Paint,50,15/02/2024,4/15/2024,1/24/2024,296.06,14803,EUR,Road,In Transit,New York,36,20,10,2,Failed,1,2,Net 30,Unpaid,Medium,0.85,-1210
ORD100170,Sunrise Traders,Plastic Sheets,100,4/5/2024,2024.03.20,26/02/2024,250.22,43070.6,EUR,Road,shipped,Los Angeles,0,5,5,0,Passed,0,4,Net 30,Paid,Medium,0.86,-1788
ORD100171,Blue Ocean Ltd.,Steel Rods,100,2024.03.10,,1/24/2024,250.22,43070.6,EUR,Road,Delivered,New York,50,15,6,2,Failed,0,5,COD,Paid,High,0.75,-1503
ORD100172,Prime Logistics,Rubber Tires,100,1/15/2024,,2024.03.22,250.22,43070.6,USD,Air,Shipped,New York,100,15,7,5,Passed,1,3,Net 30,Pending,Medium,0.85,-1503
ORD100173,Prime Logistics,Rubber Tires,200,1/15/2024,25/02/2024,1/24/2024,114.41,22882,USD,Road,Cancelled,Los Angeles,10,15,3,0,Passed,0,3,COD,Unpaid,High,0.75,-1503
ORD100174,Global Supplies Inc.,Plastic Sheets,100,4/5/2024,25/02/2024,4/18/2024,323.12,32312,USD,Sea,In Transit,Los Angeles,20,15,3,0,Passed,1,1,Net 60,Unpaid,Medium,0.86,-1788
ORD100175,Sunrise Traders,Rubber Tires,50,2024.03.10,25/02/2024,1/24/2024,250.22,43070.6,USD,Sea,Delivered,New York,0,20,6,5,Failed,1,4,Net 60,Unpaid,Medium,1,-1210
ORD100176,Nova Supply Co.,Copper Wire,167,15/02/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Rail,shipped,Miami,36,5,7,5,Failed,0,3,Net 60,Unpaid,High,1,-1210
ORD100177,Nova Supply Co.,Packaging Boxes,100,1/15/2024,,2024.03.22,194.29,19429,USD,Sea,Delayed,Chicago,36,5,5,2,Passed,1,5,COD,Unpaid,Low,0.75,-1788
ORD100178,Global Supplies Inc.,Steel Rods,100,15/02/2024,,26/02/2024,468.46,46846,USD,Sea,Cancelled,Houston,20,10,6,2,Failed,2,3,COD,Unpaid,Medium,0.85,-1503
ORD100179,Global Supplies Inc.,Copper Wire,500,4/5/2024,1/25/2024,2024.03.22,250.22,43070.6,USD,Rail,Cancelled,Chicago,10,5,10,5,Passed,2,5,Net 60,Unpaid,Medium,1,-1503
ORD100180,Prime Logistics,Electronic Components,100,15/02/2024,4/15/2024,1/24/2024,250.22,43070.6,USD,Sea,Delayed,New York,20,10,10,0,Passed,1,5,Net 30,Pending,Low,1,-1788
ORD100181,Prime Logistics,Packaging Boxes,50,1/15/2024,4/15/2024,26/02/2024,58.07,2903.5,USD,Air,Delivered,Los Angeles,50,10,6,2,Passed,1,5,Net 30,Unpaid,Low,0.85,-1503
ORD100182,Nova Supply Co.,Steel Rods,100,1/15/2024,,26/02/2024,462.46,46246,USD,Sea,In Transit,New York,20,5,5,0,Passed,1,5,COD,Pending,Medium,1,-1503
ORD100183,Sunrise Traders,Rubber Tires,500,2024.03.10,2024.03.20,2024.03.22,250.22,43070.6,USD,Air,shipped,New York,100,5,6,2,Failed,1,5,COD,Paid,Medium,0.75,-1503
ORD100184,Nova Supply Co.,Industrial Paint,100,15/02/2024,2024.03.20,2024.03.22,130.08,13008,EUR,Road,Cancelled,New York,10,10,7,1,Failed,2,5,Net 30,Paid,Medium,0.75,-1210
ORD100185,Acme Corp.,Rubber Tires,10,1/15/2024,25/02/2024,1/24/2024,330.5,3305,USD,Road,In Transit,New York,10,10,5,1,Passed,1,1,COD,Unpaid,Medium,0.75,-1503
ORD100186,Blue Ocean Ltd.,Electronic Components,100,1/15/2024,,2024.03.22,250.22,43070.6,USD,Rail,Shipped,Houston,36,5,6,2,Passed,0,3,Net 30,Pending,Medium,0.86,-1788
ORD100187,Nova Supply Co.,Electronic Components,200,1/15/2024,2024.03.20,1/24/2024,278.27,55654,EUR,Air,Delayed,Chicago,0,10,7,1,Failed,2,3,COD,Pending,Medium,0.85,-1788
ORD100188,Prime Logistics,Packaging Boxes,100,4/5/2024,1/25/2024,26/02/2024,265.53,26553,EUR,Air,Cancelled,Miami,20,10,10,5,Passed,1,5,Net 30,Pending,High,0.86,-1210
ORD100189,Nova Supply Co.,Rubber Tires,200,1/15/2024,2024.03.20,4/18/2024,250.22,43070.6,USD,Air,In Transit,Miami,0,5,5,2,Failed,0,2,Net 60,Pending,Medium,0.86,-1503
ORD100190,Nova Supply Co.,Electronic Components,50,15/02/2024,1/25/2024,26/02/2024,250.22,43070.6,USD,Sea,In Transit,Miami,20,20,7,5,Passed,1,2,Net 60,Pending,High,1,-1788
ORD100191,Blue Ocean Ltd.,Electronic Components,200,15/02/2024,,1/24/2024,448.76,89752,EUR,Rail,In Transit,Houston,100,20,7,5,Passed,1,5,COD,Pending,Low,0.86,-1788
ORD100192,Global Supplies Inc.,Plastic Sheets,167,1/15/2024,,1/24/2024,450.36,43070.6,USD,Rail,Delayed,Chicago,20,10,10,1,Passed,1,3,Net 30,Pending,Low,0.85,-1788
ORD100193,Sunrise Traders,Rubber Tires,167,1/15/2024,,4/18/2024,250.22,43070.6,USD,Sea,Shipped,Houston,50,15,3,2,Failed,0,5,COD,Paid,High,0.85,-1788
ORD100194,Nova Supply Co.,Industrial Paint,10,4/5/2024,,1/24/2024,170.51,1705.1,EUR,Rail,In Transit,Miami,36,20,6,5,Failed,2,4,Net 30,Pending,High,0.75,-1503
ORD100195,Nova Supply Co.,Steel Rods,500,1/15/2024,4/15/2024,4/18/2024,250.22,43070.6,USD,Road,shipped,New York,36,15,7,5,Failed,1,1,Net 60,Unpaid,High,0.86,-1503
ORD100196,Acme Corp.,Industrial Paint,500,2024.03.10,2024.03.20,2024.03.22,250.22,43070.6,USD,Rail,Delayed,New York,36,15,6,0,Passed,2,2,COD,Paid,Medium,0.85,-1788
ORD100197,Nova Supply Co.,Steel Rods,100,4/5/2024,25/02/2024,26/02/2024,250.22,43070.6,EUR,Rail,Delivered,Los Angeles,50,15,6,5,Passed,1,3,Net 60,Unpaid,High,0.75,-1788
ORD100198,Global Supplies Inc.,Copper Wire,200,15/02/2024,,1/24/2024,443.71,88742,USD,Sea,shipped,New York,0,15,3,1,Passed,0,4,COD,Paid,Medium,0.85,-1210
ORD100199,Sunrise Traders,Copper Wire,167,2024.03.10,4/15/2024,1/24/2024,250.22,43070.6,USD,Sea,shipped,Los Angeles,0,15,7,5,Passed,1,2,COD,Paid,Medium,0.75,-1788
ORD100200,Global Supplies Inc.,Packaging Boxes,50,1/15/2024,4/15/2024,1/24/2024,321.55,16077.5,USD,Air,In Transit,Miami,36,10,6,5,Passed,2,3,COD,Paid,Low,0.85,-1210
ORD100201,Nova Supply Co.,Industrial Paint,50,1/15/2024,2024.03.20,2024.03.22,43.44,2172,USD,Sea,shipped,New York,20,20,3,0,Passed,2,5,COD,Unpaid,High,0.86,-1210
ORD100202,Sunrise Traders,Steel Rods,100,4/5/2024,,1/24/2024,82.07,8207,USD,Sea,Pending,Chicago,100,20,6,2,Passed,1,5,Net 60,Paid,High,1,-1503
ORD100203,Nova Supply Co.,Electronic Components,100,1/15/2024,4/15/2024,1/24/2024,449.43,44943,EUR,Rail,In Transit,Chicago,10,10,6,2,Passed,1,4,COD,Pending,Medium,0.75,-1788
ORD100204,Prime Logistics,Copper Wire,500,1/15/2024,,2024.03.22,250.22,43070.6,EUR,Road,Delivered,Chicago,10,10,10,5,Passed,2,5,COD,Unpaid,High,0.85,-1503
ORD100205,Nova Supply Co.,Packaging Boxes,167,1/15/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Road,Delayed,New York,100,15,10,5,Passed,1,2,Net 30,Paid,High,0.86,-1503
ORD100206,Nova Supply Co.,Plastic Sheets,500,1/15/2024,25/02/2024,2024.03.22,250.22,43070.6,USD,Sea,Pending,Chicago,100,10,10,2,Passed,1,5,Net 60,Paid,High,0.75,-1788
ORD100207,Prime Logistics,Industrial Paint,200,15/02/2024,4/15/2024,2024.03.22,332.26,66452,USD,Road,In Transit,New York,100,10,10,1,Passed,2,4,COD,Pending,Medium,0.86,-1503
ORD100208,Nova Supply Co.,Electronic Components,50,2024.03.10,4/15/2024,4/18/2024,4.02,201,EUR,Rail,In Transit,Houston,50,10,5,5,Passed,1,1,Net 60,Paid,High,0.75,-1788
ORD100209,Sunrise Traders,Industrial Paint,100,15/02/2024,4/15/2024,1/24/2024,81.66,8166,USD,Road,Shipped,New York,100,20,7,2,Passed,1,2,Net 30,Paid,Medium,1,-1788
ORD100210,Global Supplies Inc.,Electronic Components,50,4/5/2024,25/02/2024,2024.03.22,275.04,13752,USD,Road,Delivered,New York,0,10,10,5,Passed,2,1,Net 30,Unpaid,High,0.75,-1210
ORD100211,Acme Corp.,Plastic Sheets,200,1/15/2024,4/15/2024,26/02/2024,346.41,69282,USD,Road,shipped,New York,10,5,3,5,Failed,1,2,Net 30,Pending,High,0.86,-1788
ORD100212,Global Supplies Inc.,Electronic Components,500,4/5/2024,25/02/2024,4/18/2024,326.5,163250,USD,Sea,Pending,Chicago,36,10,10,2,Passed,0,4,COD,Pending,High,0.86,-1788
ORD100213,Sunrise Traders,Copper Wire,100,2024.03.10,2024.03.20,26/02/2024,113.3,11330,EUR,Rail,Shipped,Houston,10,15,5,2,Passed,0,3,Net 60,Unpaid,High,0.75,-1788
ORD100214,Global Supplies Inc.,Electronic Components,200,4/5/2024,1/25/2024,26/02/2024,356.52,71304,EUR,Sea,Shipped,Chicago,100,10,6,1,Failed,1,3,COD,Unpaid,Low,0.86,-1503
ORD100215,Blue Ocean Ltd.,Rubber Tires,500,15/02/2024,2024.03.20,1/24/2024,119.77,59885,USD,Sea,Shipped,Los Angeles,36,10,5,1,Failed,0,2,Net 60,Paid,Low,0.85,-1503
ORD100216,Sunrise Traders,Industrial Paint,10,1/15/2024,25/02/2024,4/18/2024,250.22,43070.6,USD,Air,Pending,Houston,50,15,7,5,Failed,1,1,Net 60,Paid,Low,0.86,-1210
ORD100217,Acme Corp.,Industrial Paint,100,4/5/2024,4/15/2024,4/18/2024,373.63,37363,USD,Air,Cancelled,Houston,36,20,7,2,Passed,1,5,Net 30,Pending,High,0.75,-1788
ORD100218,Nova Supply Co.,Packaging Boxes,200,4/5/2024,4/15/2024,4/18/2024,250.22,43070.6,USD,Road,shipped,New York,36,20,6,2,Failed,1,5,COD,Unpaid,Medium,1,-1503
ORD100219,Nova Supply Co.,Industrial Paint,10,1/15/2024,2024.03.20,2024.03.22,250.22,43070.6,USD,Air,Delayed,Chicago,20,10,5,2,Passed,1,1,Net 30,Paid,Medium,1,-1210
ORD100220,Acme Corp.,Electronic Components,500,4/5/2024,4/15/2024,1/24/2024,250.22,43070.6,USD,Sea,shipped,New York,50,20,7,5,Passed,1,2,Net 30,Paid,Low,0.85,-1210
ORD100221,Sunrise Traders,Industrial Paint,100,4/5/2024,2024.03.20,4/18/2024,250.22,43070.6,USD,Road,shipped,Houston,0,5,10,1,Failed,0,3,Net 60,Paid,Medium,0.75,-1503
ORD100222,Nova Supply Co.,Copper Wire,500,1/15/2024,,4/18/2024,48.2,24100,USD,Sea,Delayed,Houston,10,10,10,2,Failed,1,3,COD,Unpaid,Low,0.75,-1788
ORD100223,Global Supplies Inc.,Plastic Sheets,100,15/02/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Road,In Transit,Chicago,100,15,6,2,Passed,0,4,Net 60,Pending,High,1,-1503
ORD100224,Blue Ocean Ltd.,Rubber Tires,200,4/5/2024,4/15/2024,4/18/2024,133.7,26740,EUR,Sea,Shipped,Miami,36,5,7,2,Failed,0,1,COD,Paid,Medium,0.86,-1788
ORD100225,Acme Corp.,Steel Rods,50,4/5/2024,,2024.03.22,250.22,43070.6,USD,Road,Shipped,Miami,10,10,10,0,Passed,2,5,Net 30,Unpaid,Medium,0.75,-1788
ORD100226,Blue Ocean Ltd.,Electronic Components,100,1/15/2024,25/02/2024,2024.03.22,486.55,48655,USD,Sea,shipped,New York,36,15,6,2,Passed,1,3,Net 60,Paid,High,0.86,-1503
ORD100227,Nova Supply Co.,Rubber Tires,200,1/15/2024,4/15/2024,26/02/2024,197.46,39492,USD,Road,In Transit,New York,0,15,10,2,Failed,1,1,Net 60,Pending,High,0.75,-1788
ORD100228,Acme Corp.,Packaging Boxes,167,15/02/2024,4/15/2024,1/24/2024,250.22,43070.6,USD,Air,Delayed,Los Angeles,10,10,3,0,Passed,1,3,Net 60,Paid,High,1,-1503
ORD100229,Prime Logistics,Copper Wire,10,1/15/2024,,26/02/2024,316.12,3161.2,USD,Sea,Delayed,Miami,0,5,10,1,Passed,1,1,Net 30,Paid,Low,1,-1210
ORD100230,Prime Logistics,Rubber Tires,10,4/5/2024,2024.03.20,2024.03.22,250.22,43070.6,EUR,Sea,Delivered,New York,100,5,6,5,Failed,0,3,Net 60,Paid,High,0.85,-1788
ORD100231,Acme Corp.,Copper Wire,500,15/02/2024,,26/02/2024,250.22,43070.6,USD,Air,Pending,New York,10,10,5,0,Passed,2,1,COD,Paid,High,0.85,-1503
ORD100232,Nova Supply Co.,Plastic Sheets,200,4/5/2024,2024.03.20,2024.03.22,289.09,57818,USD,Sea,Cancelled,Houston,20,20,5,5,Failed,1,3,Net 30,Unpaid,High,0.75,-1503
ORD100233,Sunrise Traders,Packaging Boxes,10,2024.03.10,4/15/2024,4/18/2024,250.22,43070.6,USD,Sea,shipped,Los Angeles,10,10,6,5,Passed,2,4,Net 60,Unpaid,High,0.75,-1503
ORD100234,Acme Corp.,Industrial Paint,50,15/02/2024,4/15/2024,1/24/2024,98.83,4941.5,EUR,Sea,Delivered,Miami,100,20,6,2,Failed,0,4,Net 30,Paid,Medium,0.86,-1788
ORD100235,Nova Supply Co.,Steel Rods,10,15/02/2024,,1/24/2024,250.22,43070.6,EUR,Road,shipped,Los Angeles,0,10,6,1,Passed,1,1,COD,Paid,Medium,0.85,-1788
ORD100236,Blue Ocean Ltd.,Steel Rods,50,1/15/2024,2024.03.20,26/02/2024,250.22,43070.6,EUR,Rail,Pending,New York,50,5,10,5,Failed,2,3,COD,Paid,High,0.86,-1503
ORD100237,Nova Supply Co.,Rubber Tires,500,1/15/2024,4/15/2024,2024.03.22,250.22,43070.6,USD,Sea,Delayed,Chicago,50,10,7,0,Failed,1,1,Net 60,Paid,Medium,1,-1210
ORD100238,Global Supplies Inc.,Plastic Sheets,100,1/15/2024,1/25/2024,4/18/2024,323.27,32327,USD,Sea,Shipped,Chicago,0,20,10,0,Passed,1,3,COD,Paid,High,0.75,-1210
ORD100239,Acme Corp.,Electronic Components,10,15/02/2024,,26/02/2024,89.79,897.9,EUR,Sea,Cancelled,Los Angeles,100,15,10,2,Passed,0,5,COD,Paid,Medium,0.85,-1210
ORD100240,Acme Corp.,Rubber Tires,10,1/15/2024,1/25/2024,4/18/2024,250.22,43070.6,EUR,Road,Delivered,New York,0,5,10,2,Passed,1,5,Net 60,Unpaid,Medium,1,-1788
ORD100241,Global Supplies Inc.,Packaging Boxes,200,2024.03.10,1/25/2024,1/24/2024,477.03,95406,EUR,Rail,Pending,Los Angeles,36,10,10,2,Failed,2,4,COD,Pending,Medium,0.75,-1788
ORD100242,Prime Logistics,Industrial Paint,167,4/5/2024,1/25/2024,1/24/2024,457.56,43070.6,USD,Sea,Delayed,Los Angeles,10,20,7,2,Passed,1,3,Net 60,Pending,Medium,1,-1788
ORD100243,Acme Corp.,Packaging Boxes,10,4/5/2024,2024.03.20,4/18/2024,250.22,43070.6,USD,Sea,In Transit,New York,0,20,3,1,Passed,0,3,COD,Pending,High,0.86,-1788
ORD100244,Global Supplies Inc.,Industrial Paint,100,1/15/2024,25/02/2024,26/02/2024,9.21,921,EUR,Rail,Pending,Los Angeles,100,15,5,2,Passed,0,4,COD,Pending,High,0.75,-1788
ORD100245,Sunrise Traders,Rubber Tires,200,4/5/2024,25/02/2024,2024.03.22,250.22,43070.6,EUR,Road,Delayed,New York,36,20,5,2,Failed,0,4,Net 30,Pending,High,0.86,-1210
ORD100246,Global Supplies Inc.,Rubber Tires,167,1/15/2024,2024.03.20,26/02/2024,214.95,43070.6,USD,Air,In Transit,Houston,50,5,6,2,Passed,1,3,COD,Paid,High,0.86,-1503
ORD100247,Nova Supply Co.,Electronic Components,50,4/5/2024,4/15/2024,26/02/2024,483.38,24169,USD,Road,Cancelled,New York,0,10,6,0,Passed,1,1,COD,Unpaid,Low,0.85,-1788
ORD100248,Acme Corp.,Copper Wire,50,2024.03.10,4/15/2024,1/24/2024,250.22,43070.6,USD,Road,shipped,Chicago,100,20,6,2,Failed,1,3,COD,Pending,High,1,-1788
ORD100249,Acme Corp.,Packaging Boxes,167,1/15/2024,1/25/2024,2024.03.22,426.73,43070.6,EUR,Sea,Cancelled,Chicago,100,20,6,0,Passed,1,3,COD,Paid,High,0.75,-1788
ORD100250,Global Supplies Inc.,Copper Wire,167,2024.03.10,2024.03.20,4/18/2024,250.22,43070.6,USD,Sea,Delayed,Miami,100,10,3,0,Passed,0,3,COD,Unpaid,Medium,0.86,-1788
ORD100251,Nova Supply Co.,Plastic Sheets,50,4/5/2024,25/02/2024,26/02/2024,250.22,43070.6,EUR,Rail,In Transit,Houston,36,15,5,2,Failed,1,5,Net 30,Paid,High,0.86,-1788
ORD100252,Prime Logistics,Electronic Components,10,1/15/2024,1/25/2024,26/02/2024,425.79,4257.9,USD,Sea,Shipped,New York,0,20,3,0,Failed,0,5,COD,Unpaid,Low,0.85,-1788
ORD100253,Sunrise Traders,Electronic Components,167,15/02/2024,1/25/2024,4/18/2024,250.22,43070.6,USD,Rail,Cancelled,Chicago,0,15,6,5,Passed,1,2,COD,Pending,Low,0.75,-1788
ORD100254,Prime Logistics,Electronic Components,200,15/02/2024,,1/24/2024,250.22,43070.6,USD,Rail,In Transit,New York,100,15,7,2,Passed,0,1,Net 30,Pending,High,0.86,-1503
ORD100255,Blue Ocean Ltd.,Plastic Sheets,500,15/02/2024,4/15/2024,4/18/2024,279.07,139535,USD,Road,shipped,Chicago,36,10,5,0,Passed,1,5,COD,Paid,Medium,0.75,-1210
ORD100256,Nova Supply Co.,Plastic Sheets,167,2024.03.10,1/25/2024,4/18/2024,468.17,43070.6,EUR,Sea,Cancelled,Houston,50,5,5,1,Failed,2,3,Net 60,Paid,Low,0.86,-1788
ORD100257,Nova Supply Co.,Packaging Boxes,100,1/15/2024,4/15/2024,1/24/2024,348.47,34847,USD,Air,Pending,Houston,0,10,10,2,Failed,1,4,Net 30,Paid,High,0.75,-1210
ORD100258,Nova Supply Co.,Steel Rods,10,2024.03.10,2024.03.20,26/02/2024,285.68,2856.8,USD,Sea,Delivered,New York,50,15,3,1,Failed,0,1,COD,Paid,Medium,1,-1788
ORD100259,Acme Corp.,Copper Wire,10,2024.03.10,,1/24/2024,49.94,499.4,EUR,Sea,Shipped,New York,50,10,7,5,Failed,1,4,COD,Paid,High,0.75,-1788
ORD100260,Nova Supply Co.,Electronic Components,10,1/15/2024,1/25/2024,4/18/2024,250.22,43070.6,USD,Road,Shipped,New York,0,10,6,5,Passed,1,3,COD,Paid,Medium,0.75,-1503
